день,группа,предмет,сложность,температура,осадки,тип погоды,количество пар,номера пар,успеваемость,процент посещаемости
Вторник,15,Системное администрирование,4,28,False,ветер,2,"[2, 4]",31,70
Пятница,14,Конфигурирование и администрирование сетей,5,-5,True,дождь,5,"[1, 2, 3, 4, 5]",20,51
Среда,16,Физика,4,3,False,ветер,2,"[1, 5]",26,71
Понедельник,9,Администрирование систем защиты,5,-5,False,солнечно,3,"[2, 3, 5]",32,62
Понедельник,16,История,2,-4,False,ветер,5,"[1, 2, 3, 4, 5]",53,76
Четверг,16,Обществознание,2,10,False,туман,2,"[1, 2]",57,87
Четверг,13,Прикладное программирование,5,30,True,дождь,3,"[2, 3, 5]",20,40
Понедельник,3,Математика,5,26,False,ветер,4,"[2, 3, 4, 5]",20,43
Понедельник,16,Конфигурирование и администрирование сетей,5,14,False,пасмурно,4,"[1, 2, 3, 5]",29,57
Среда,6,Диагностика и ремонт оборудования,4,6,False,ветер,5,"[1, 2, 3, 4, 5]",25,44
Четверг,4,Математические основы информатики,4,21,False,ветер,4,"[2, 3, 4, 5]",20,49
Понедельник,9,Криптография,5,23,False,солнечно,5,"[1, 2, 3, 4, 5]",25,52
Четверг,6,Системное администрирование,4,-3,False,туман,2,"[2, 4]",20,48
Суббота,12,Базы данных,4,33,True,снег,3,"[1, 2, 4]",20,30
Пятница,12,Конфигурирование и администрирование сетей,5,15,False,солнечно,3,"[2, 4, 5]",24,63
Четверг,7,Администрирование систем защиты,5,9,True,дождь,4,"[1, 2, 3, 5]",20,45
Вторник,5,Эксплуатация компьютерных сетей,4,-4,False,туман,5,"[1, 2, 3, 4, 5]",25,53
Среда,15,Математические основы информатики,4,8,False,ветер,3,"[2, 3, 5]",20,51
Суббота,2,Математика,5,31,False,ветер,2,"[1, 5]",20,31
Суббота,1,Информатика,5,32,True,дождь,2,"[1, 3]",20,30
Пятница,6,Проектирование информационных систем,4,8,True,град,2,"[2, 5]",20,43
Вторник,12,Естествознание,3,17,False,пасмурно,5,"[1, 2, 3, 4, 5]",55,89
Пятница,8,Информатика,5,28,False,ветер,4,"[2, 3, 4, 5]",36,73
Пятница,3,Основы сетевых технологий,4,11,False,ветер,2,"[2, 3]",31,64
Суббота,6,Основы сетевых технологий,4,5,False,солнечно,2,"[1, 5]",20,45
Вторник,12,Тестирование программных продуктов,4,-4,False,пасмурно,4,"[1, 2, 3, 4]",24,60
Понедельник,2,Методы и средства защиты информации,5,7,False,туман,2,"[2, 5]",30,65
Среда,9,Проектно-исследовательская деятельность,4,11,False,солнечно,2,"[4, 5]",27,68
Вторник,6,Информационная безопасность,5,33,False,пасмурно,4,"[1, 3, 4, 5]",20,36
Среда,2,Геометрия,4,5,True,дождь,2,"[2, 4]",20,44
Вторник,16,Прикладное программирование,5,15,True,снег,5,"[1, 2, 3, 4, 5]",20,42
Пятница,1,Информатика,5,-3,False,солнечно,3,"[2, 3, 5]",28,67
Суббота,5,Математические основы информатики,4,-1,True,снег,1,[2],20,30
Четверг,7,Проектно-исследовательская деятельность,4,9,True,снег,3,"[1, 3, 4]",20,42
Суббота,13,Диагностика и ремонт оборудования,4,4,True,град,2,"[1, 2]",20,30
Четверг,7,Криптография,5,29,False,ветер,4,"[2, 3, 4, 5]",21,46
Среда,13,Маркетинг и менеджмент в сфере услуг,3,6,False,солнечно,3,"[2, 3, 4]",63,84
Среда,1,Физика,4,10,True,дождь,4,"[2, 3, 4, 5]",20,30
Суббота,15,Естествознание,3,27,False,ветер,2,"[3, 5]",49,61
Четверг,5,Администрирование систем защиты,5,3,True,град,4,"[1, 2, 3, 4]",20,31
Вторник,4,Веб-технологии,4,7,True,снег,3,"[2, 3, 5]",20,30
Среда,11,Эксплуатация компьютерных сетей,4,35,False,солнечно,3,"[1, 3, 5]",33,61
Пятница,7,Основы сетевых технологий,4,-4,True,снег,2,"[1, 5]",20,30
Вторник,9,Разработка программного обеспечения,5,14,True,снег,2,"[1, 2]",21,50
Среда,4,Техническое обслуживание компьютерных систем,3,-1,False,пасмурно,3,"[2, 3, 5]",43,70
Пятница,7,Литература,3,20,True,дождь,5,"[1, 2, 3, 4, 5]",31,52
Четверг,9,Геометрия,4,29,True,град,3,"[1, 3, 4]",20,33
Пятница,9,Информатика,5,9,False,солнечно,5,"[1, 2, 3, 4, 5]",40,73
Вторник,6,Эксплуатация компьютерных сетей,4,20,False,туман,4,"[1, 3, 4, 5]",28,47
Пятница,10,Администрирование систем защиты,5,14,True,снег,2,"[1, 2]",20,40
Пятница,13,Администрирование систем защиты,5,-1,False,солнечно,2,"[1, 3]",29,71
Среда,13,Диагностика и ремонт оборудования,4,-2,True,дождь,2,"[4, 5]",20,30
Среда,13,Виртуализация и облачные технологии,4,25,False,пасмурно,5,"[1, 2, 3, 4, 5]",20,50
Четверг,7,Техническое обслуживание компьютерных систем,3,1,False,солнечно,3,"[1, 3, 4]",57,74
Суббота,6,Информатика,5,24,False,ветер,1,[5],23,48
Суббота,15,Естествознание,3,24,True,снег,2,"[2, 5]",34,58
Четверг,5,Основы сетевых технологий,4,10,False,ветер,2,"[2, 4]",21,66
Среда,11,Виртуализация и облачные технологии,4,24,False,ветер,2,"[4, 5]",20,46
Суббота,16,Физика,4,19,False,ветер,2,"[4, 5]",27,52
Суббота,9,Операционные системы,4,25,False,пасмурно,1,[2],20,51
Суббота,15,Системное администрирование,4,6,False,солнечно,3,"[1, 2, 4]",22,39
Четверг,5,Веб-технологии,4,30,False,туман,3,"[1, 2, 3]",20,43
Четверг,3,Физика,4,7,True,град,5,"[1, 2, 3, 4, 5]",20,30
Среда,7,Методы и средства защиты информации,5,24,False,солнечно,4,"[1, 2, 3, 5]",41,69
Вторник,7,Конфигурирование и администрирование сетей,5,3,True,снег,2,"[3, 4]",22,46
Понедельник,16,Информатика,5,-3,False,пасмурно,5,"[1, 2, 3, 4, 5]",35,67
Суббота,14,Веб-технологии,4,10,True,дождь,2,"[1, 4]",20,36
Среда,5,Основы туризма и гостеприимства,3,27,True,дождь,2,"[1, 4]",62,70
Понедельник,3,Диагностика и ремонт оборудования,4,25,True,снег,4,"[1, 3, 4, 5]",20,30
Четверг,5,Математические основы информатики,4,6,False,туман,5,"[1, 2, 3, 4, 5]",41,63
Вторник,9,Информатика,5,22,False,ветер,2,"[3, 5]",20,42
Вторник,3,Физика,4,6,True,град,5,"[1, 2, 3, 4, 5]",20,30
Понедельник,13,Маркетинг и менеджмент в сфере услуг,3,3,False,ветер,4,"[1, 2, 3, 4]",71,90
Среда,9,Организация обслуживания в гостиницах,3,25,False,ветер,2,"[4, 5]",67,82
Четверг,9,Эксплуатация компьютерных сетей,4,3,False,ветер,4,"[1, 2, 4, 5]",23,45
Среда,1,Безопасность сетей,5,15,False,туман,5,"[1, 2, 3, 4, 5]",20,45
Понедельник,7,Веб-технологии,4,26,False,солнечно,2,"[1, 3]",20,43
Пятница,1,Разработка программного обеспечения,5,11,True,град,4,"[2, 3, 4, 5]",20,31
Среда,5,Естествознание,3,14,False,солнечно,4,"[1, 2, 4, 5]",64,83
Вторник,4,Основы туризма и гостеприимства,3,26,False,солнечно,5,"[1, 2, 3, 4, 5]",57,79
Пятница,15,Информатика,5,12,False,ветер,5,"[1, 2, 3, 4, 5]",32,65
Пятница,15,Информационная безопасность,5,15,False,пасмурно,4,"[1, 3, 4, 5]",20,49
Суббота,3,Техническое обслуживание компьютерных систем,3,25,False,ветер,1,[4],66,79
Суббота,2,Администрирование систем защиты,5,34,True,снег,2,"[3, 4]",20,30
Среда,12,История,2,-3,False,ветер,5,"[1, 2, 3, 4, 5]",60,81
Вторник,9,Системное администрирование,4,-1,True,дождь,2,"[2, 5]",20,30
Пятница,15,Русский язык,3,-1,False,солнечно,3,"[1, 3, 4]",51,80
Пятница,14,Основы информационных технологий,4,34,False,солнечно,3,"[2, 3, 5]",30,60
Суббота,4,Сетевые операционные системы,4,-4,False,солнечно,3,"[1, 3, 5]",20,39
Пятница,16,Криптография,5,25,False,солнечно,3,"[3, 4, 5]",20,49
Суббота,1,Геометрия,4,5,False,ветер,1,[5],20,42
Вторник,11,Информационная безопасность,5,18,False,солнечно,3,"[1, 2, 3]",24,50
Суббота,12,Математика,5,11,False,пасмурно,1,[4],36,64
Вторник,16,Безопасность операционных систем и сетей,5,21,False,пасмурно,4,"[1, 2, 3, 4]",33,57
Понедельник,4,Криптография,5,19,False,солнечно,2,"[2, 4]",33,70
Вторник,13,Системное администрирование,4,4,True,дождь,5,"[1, 2, 3, 4, 5]",20,30
Среда,3,Проектно-исследовательская деятельность,4,9,True,град,3,"[1, 2, 5]",20,38
Среда,13,Разработка программного обеспечения,5,10,True,дождь,4,"[1, 3, 4, 5]",20,48
Суббота,2,Операционные системы,4,8,False,туман,2,"[1, 2]",20,45
Понедельник,1,Системное администрирование,4,17,False,ветер,4,"[1, 3, 4, 5]",20,46
Среда,14,Безопасность операционных систем и сетей,5,27,True,снег,2,"[1, 4]",20,32
Пятница,4,Техническое обслуживание компьютерных систем,3,22,True,снег,5,"[1, 2, 3, 4, 5]",40,67
Четверг,6,Литература,3,4,False,солнечно,5,"[1, 2, 3, 4, 5]",65,74
Вторник,6,Геометрия,4,4,True,дождь,4,"[1, 2, 3, 5]",20,33
Четверг,11,Русский язык,3,-3,True,дождь,2,"[3, 5]",56,63
Суббота,2,Основы программирования,5,1,False,солнечно,1,[2],21,48
Вторник,11,Прикладное программирование,5,-2,False,пасмурно,3,"[3, 4, 5]",20,44
Пятница,6,Маркетинг и менеджмент в сфере услуг,3,8,False,пасмурно,2,"[3, 5]",60,85
Понедельник,10,Веб-технологии,4,31,True,дождь,2,"[4, 5]",20,36
Суббота,9,Основы сетевых технологий,4,24,True,град,2,"[3, 5]",20,34
Четверг,16,Обществознание,2,-3,True,град,3,"[2, 3, 5]",51,60
Четверг,6,Виртуализация и облачные технологии,4,25,True,град,3,"[1, 2, 4]",20,30
Понедельник,14,Маркетинг и менеджмент в сфере услуг,3,32,False,солнечно,5,"[1, 2, 3, 4, 5]",66,76
Среда,6,Безопасность операционных систем и сетей,5,-2,True,снег,2,"[3, 4]",23,45
Среда,3,Тестирование программных продуктов,4,31,True,снег,2,"[2, 5]",20,41
Среда,6,Диагностика и ремонт оборудования,4,-1,False,ветер,3,"[2, 3, 4]",31,73
Среда,12,Литература,3,5,True,дождь,2,"[1, 3]",37,51
Вторник,6,Конфигурирование и администрирование сетей,5,9,True,снег,2,"[2, 4]",20,39
Четверг,2,Системное администрирование,4,11,True,снег,2,"[2, 5]",20,39
Вторник,16,Виртуализация и облачные технологии,4,34,False,пасмурно,3,"[1, 4, 5]",20,47
Вторник,3,Информатика,5,18,False,ветер,5,"[1, 2, 3, 4, 5]",20,61
Пятница,4,Основы сетевых технологий,4,25,False,пасмурно,2,"[1, 2]",27,63
Понедельник,14,Основы программирования,5,31,False,ветер,2,"[3, 5]",20,33
Вторник,6,Операционные системы,4,3,False,пасмурно,4,"[1, 2, 3, 5]",24,47
Вторник,16,Естествознание,3,25,False,солнечно,5,"[1, 2, 3, 4, 5]",62,70
Понедельник,2,Математика,5,0,False,туман,3,"[1, 4, 5]",20,52
Четверг,9,Естествознание,3,29,True,град,2,"[2, 5]",46,62
Суббота,13,Основы информационных технологий,4,5,True,град,2,"[1, 5]",20,30
Пятница,11,Безопасность операционных систем и сетей,5,-3,True,град,4,"[1, 2, 3, 5]",20,30
Суббота,14,Безопасность операционных систем и сетей,5,8,False,пасмурно,1,[4],20,40
Пятница,15,Разработка программного обеспечения,5,18,False,ветер,2,"[1, 5]",28,69
Среда,16,Администрирование систем защиты,5,23,True,дождь,2,"[4, 5]",20,44
Суббота,5,Информатика,5,18,False,ветер,1,[5],26,50
Вторник,4,Техническое обслуживание компьютерных систем,3,19,True,град,5,"[1, 2, 3, 4, 5]",39,63
Среда,5,Тестирование программных продуктов,4,28,True,снег,3,"[2, 3, 5]",20,47
Пятница,13,Эксплуатация компьютерных сетей,4,4,False,солнечно,2,"[1, 4]",44,73
Понедельник,8,Виртуализация и облачные технологии,4,14,True,снег,3,"[2, 4, 5]",22,51
Четверг,12,Методы и средства защиты информации,5,27,False,туман,3,"[1, 3, 4]",27,55
Среда,14,Естествознание,3,35,False,ветер,4,"[2, 3, 4, 5]",50,65
Понедельник,11,Литература,3,7,False,солнечно,4,"[1, 2, 3, 4]",48,72
Пятница,15,Информатика,5,7,False,пасмурно,5,"[1, 2, 3, 4, 5]",29,54
Среда,15,Математические основы информатики,4,-2,True,град,2,"[2, 4]",20,41
Суббота,10,Криптография,5,14,False,туман,2,"[1, 5]",20,48
Четверг,16,Информационная безопасность,5,-2,False,ветер,4,"[1, 2, 3, 5]",23,64
Пятница,2,Операционные системы,4,33,True,дождь,3,"[2, 3, 5]",20,30
Понедельник,6,Конфигурирование и администрирование сетей,5,-1,False,туман,3,"[3, 4, 5]",23,73
Понедельник,5,Администрирование систем защиты,5,0,False,ветер,4,"[1, 2, 3, 4]",20,44
Пятница,9,Администрирование систем защиты,5,13,False,солнечно,3,"[1, 4, 5]",21,49
Четверг,2,Информационная безопасность,5,26,True,град,3,"[1, 4, 5]",20,35
Четверг,11,Системное администрирование,4,6,True,град,2,"[2, 5]",20,42
Суббота,6,Русский язык,3,9,False,туман,3,"[1, 2, 3]",51,73
Четверг,16,История,2,10,False,туман,2,"[2, 4]",63,77
Пятница,6,Методы и средства защиты информации,5,2,False,туман,3,"[2, 4, 5]",21,51
Четверг,5,Информационная безопасность,5,32,True,град,5,"[1, 2, 3, 4, 5]",20,30
Понедельник,3,Математические основы информатики,4,13,False,солнечно,2,"[1, 5]",20,40
Вторник,15,Проектно-исследовательская деятельность,4,24,False,солнечно,5,"[1, 2, 3, 4, 5]",29,63
Пятница,8,Системное администрирование,4,34,False,солнечно,2,"[2, 4]",20,40
Четверг,7,Основы сетевых технологий,4,4,False,туман,2,"[4, 5]",29,63
Понедельник,4,Организация обслуживания в гостиницах,3,24,True,град,4,"[1, 2, 4, 5]",58,66
Среда,6,История,2,35,False,пасмурно,4,"[2, 3, 4, 5]",43,61
Понедельник,5,Безопасность сетей,5,-1,False,солнечно,4,"[1, 3, 4, 5]",24,61
Суббота,7,Техническое обслуживание компьютерных систем,3,27,True,снег,1,[3],49,56
Пятница,14,Основы туризма и гостеприимства,3,-3,True,снег,4,"[1, 3, 4, 5]",51,75
Четверг,1,Безопасность операционных систем и сетей,5,34,False,солнечно,3,"[1, 2, 3]",20,43
Четверг,14,Виртуализация и облачные технологии,4,15,True,град,4,"[1, 2, 3, 5]",23,47
Среда,10,Организация обслуживания в гостиницах,3,3,False,ветер,4,"[1, 2, 3, 5]",61,84
Среда,5,Основы сетевых технологий,4,29,False,солнечно,5,"[1, 2, 3, 4, 5]",27,60
Среда,13,Диагностика и ремонт оборудования,4,10,False,туман,4,"[1, 3, 4, 5]",33,65
Пятница,16,Эксплуатация компьютерных сетей,4,35,True,снег,5,"[1, 2, 3, 4, 5]",20,30
Понедельник,13,Безопасность сетей,5,13,False,ветер,5,"[1, 2, 3, 4, 5]",36,73
Суббота,8,Техническое обслуживание компьютерных систем,3,14,True,снег,1,[4],31,41
Суббота,2,Проектно-исследовательская деятельность,4,-2,False,туман,2,"[4, 5]",20,56
Пятница,11,Физика,4,24,False,ветер,3,"[2, 4, 5]",21,69
Четверг,2,Информационная безопасность,5,-3,False,солнечно,2,"[1, 5]",22,52
Вторник,2,Системное администрирование,4,-1,False,пасмурно,4,"[1, 3, 4, 5]",27,63
Суббота,6,Эксплуатация компьютерных сетей,4,7,True,дождь,1,[1],20,30
Среда,13,Математика,5,24,True,снег,2,"[4, 5]",20,49
Среда,8,Математические основы информатики,4,8,False,пасмурно,5,"[1, 2, 3, 4, 5]",38,65
Суббота,16,Техническое обслуживание компьютерных систем,3,13,False,ветер,2,"[1, 5]",42,64
Вторник,12,Безопасность операционных систем и сетей,5,15,False,пасмурно,5,"[1, 2, 3, 4, 5]",23,50
Понедельник,1,Математические основы информатики,4,13,False,пасмурно,2,"[1, 2]",20,42
Вторник,1,Конфигурирование и администрирование сетей,5,24,True,град,5,"[1, 2, 3, 4, 5]",21,44
Вторник,10,Безопасность сетей,5,25,True,снег,4,"[1, 3, 4, 5]",31,55
Пятница,9,Безопасность сетей,5,27,False,туман,4,"[2, 3, 4, 5]",21,73
Суббота,4,Математика,5,-5,False,пасмурно,3,"[2, 3, 5]",20,32
Суббота,15,Информатика,5,16,True,град,3,"[2, 3, 5]",20,30
Понедельник,1,Геометрия,4,22,False,пасмурно,3,"[1, 3, 4]",25,53
Суббота,3,Литература,3,18,False,туман,2,"[3, 5]",47,72
Понедельник,7,Разработка программного обеспечения,5,8,False,туман,3,"[3, 4, 5]",23,48
Понедельник,15,История,2,8,True,снег,4,"[1, 3, 4, 5]",42,63
Суббота,13,Основы программирования,5,14,True,град,1,[3],20,44
Среда,7,Системное администрирование,4,18,False,туман,4,"[1, 3, 4, 5]",38,60
Четверг,15,Естествознание,3,25,False,ветер,5,"[1, 2, 3, 4, 5]",57,82
Понедельник,10,Техническое обслуживание компьютерных систем,3,6,False,туман,2,"[2, 4]",49,77
Пятница,16,Информационная безопасность,5,1,True,град,4,"[1, 2, 3, 5]",20,45
Понедельник,3,Криптография,5,0,False,туман,5,"[1, 2, 3, 4, 5]",21,56
Пятница,7,Техническое обслуживание компьютерных систем,3,3,False,солнечно,5,"[1, 2, 3, 4, 5]",64,74
Суббота,16,Конфигурирование и администрирование сетей,5,33,True,дождь,2,"[1, 3]",20,30
Суббота,9,Математика,5,4,False,солнечно,1,[3],20,45
Понедельник,13,Естествознание,3,-5,False,пасмурно,3,"[2, 3, 5]",47,73
Среда,4,Операционные системы,4,22,False,ветер,4,"[1, 2, 3, 5]",20,46
Среда,6,Информационная безопасность,5,31,False,пасмурно,3,"[1, 2, 4]",20,36
Вторник,1,Эксплуатация компьютерных сетей,4,23,True,дождь,5,"[1, 2, 3, 4, 5]",21,51
Среда,8,Естествознание,3,32,False,ветер,2,"[1, 2]",50,77
Среда,8,Основы сетевых технологий,4,2,False,пасмурно,4,"[1, 2, 3, 4]",22,47
Пятница,13,Естествознание,3,7,True,град,3,"[1, 2, 3]",55,66
Пятница,10,Архитектура компьютеров,4,26,False,туман,4,"[1, 3, 4, 5]",20,46
Четверг,12,Базы данных,4,19,False,ветер,4,"[2, 3, 4, 5]",26,52
Пятница,5,Сетевые операционные системы,4,3,False,туман,4,"[1, 2, 4, 5]",27,56
Среда,9,Основы туризма и гостеприимства,3,30,False,пасмурно,5,"[1, 2, 3, 4, 5]",47,70
Вторник,16,Основы сетевых технологий,4,24,False,солнечно,2,"[1, 4]",20,49
Четверг,14,Тестирование программных продуктов,4,13,False,солнечно,2,"[1, 2]",24,63
Четверг,5,Разработка программного обеспечения,5,32,True,дождь,3,"[1, 2, 4]",20,30
Пятница,10,Архитектура компьютеров,4,24,False,пасмурно,5,"[1, 2, 3, 4, 5]",42,73
Суббота,13,Виртуализация и облачные технологии,4,12,False,солнечно,3,"[1, 2, 5]",30,53
Понедельник,9,Виртуализация и облачные технологии,4,29,False,пасмурно,4,"[1, 2, 4, 5]",20,42
Среда,16,Маркетинг и менеджмент в сфере услуг,3,35,False,солнечно,2,"[2, 3]",36,60
Пятница,13,Математика,5,16,True,дождь,2,"[3, 5]",23,46
Пятница,7,Информационная безопасность,5,24,False,пасмурно,2,"[2, 4]",29,49
Среда,16,Сетевые операционные системы,4,31,False,солнечно,5,"[1, 2, 3, 4, 5]",20,34
Среда,9,Безопасность сетей,5,9,False,ветер,5,"[1, 2, 3, 4, 5]",40,69
Четверг,16,Математика,5,11,True,дождь,2,"[1, 5]",22,53
Понедельник,9,Криптография,5,28,True,снег,3,"[2, 4, 5]",20,41
Вторник,8,Организация обслуживания в гостиницах,3,20,False,ветер,3,"[1, 3, 5]",54,90
Четверг,9,Безопасность сетей,5,29,False,солнечно,4,"[2, 3, 4, 5]",34,68
Вторник,13,Русский язык,3,8,False,ветер,5,"[1, 2, 3, 4, 5]",68,90
Четверг,8,Организация обслуживания в гостиницах,3,4,False,ветер,5,"[1, 2, 3, 4, 5]",49,78
Суббота,5,Безопасность сетей,5,24,False,пасмурно,2,"[2, 5]",20,40
Пятница,6,Конфигурирование и администрирование сетей,5,3,True,град,5,"[1, 2, 3, 4, 5]",20,30
Четверг,15,Виртуализация и облачные технологии,4,33,False,туман,3,"[1, 3, 5]",20,44
Четверг,4,Системное администрирование,4,16,False,туман,2,"[3, 4]",20,48
Пятница,8,Математические основы информатики,4,26,False,солнечно,2,"[1, 3]",20,50
Среда,1,Конфигурирование и администрирование сетей,5,34,True,град,3,"[2, 3, 5]",20,34
Суббота,12,Операционные системы,4,32,False,ветер,3,"[1, 2, 4]",20,44
Вторник,1,Администрирование систем защиты,5,29,True,град,4,"[1, 2, 3, 5]",20,40
Вторник,6,Организация обслуживания в гостиницах,3,16,True,дождь,3,"[1, 3, 5]",42,55
Четверг,13,Эксплуатация компьютерных сетей,4,22,True,снег,5,"[1, 2, 3, 4, 5]",20,31
Пятница,4,Виртуализация и облачные технологии,4,8,True,снег,2,"[1, 4]",20,39
Суббота,8,Проектно-исследовательская деятельность,4,20,False,солнечно,2,"[3, 4]",20,56
Вторник,8,Тестирование программных продуктов,4,22,False,солнечно,4,"[1, 2, 4, 5]",20,63
Суббота,3,Естествознание,3,19,True,град,3,"[2, 3, 5]",31,47
Среда,7,Математические основы информатики,4,32,False,пасмурно,3,"[1, 3, 4]",20,51
Понедельник,6,Основы информационных технологий,4,28,False,туман,2,"[2, 3]",24,61
Пятница,14,Виртуализация и облачные технологии,4,34,False,солнечно,5,"[1, 2, 3, 4, 5]",21,41
Пятница,1,Сетевые операционные системы,4,8,True,снег,4,"[1, 2, 4, 5]",20,47
Понедельник,4,Информатика,5,18,True,град,2,"[1, 4]",20,46
Понедельник,9,Проектирование информационных систем,4,-1,False,туман,2,"[2, 4]",20,47
Вторник,9,Веб-технологии,4,35,False,солнечно,3,"[2, 3, 4]",20,44
Суббота,10,Основы сетевых технологий,4,19,False,ветер,3,"[1, 2, 4]",20,41
Пятница,5,Русский язык,3,15,False,туман,2,"[1, 5]",77,88
Понедельник,1,Организация обслуживания в гостиницах,3,20,False,ветер,4,"[1, 2, 3, 5]",75,90
Среда,12,Основы информационных технологий,4,22,False,ветер,3,"[1, 4, 5]",20,50
Четверг,7,Проектно-исследовательская деятельность,4,26,False,туман,4,"[1, 2, 3, 5]",27,46
Среда,9,Системное администрирование,4,3,True,дождь,4,"[2, 3, 4, 5]",20,35
Понедельник,10,Техническое обслуживание компьютерных систем,3,31,False,солнечно,4,"[1, 3, 4, 5]",59,68
Суббота,16,Эксплуатация компьютерных сетей,4,34,False,пасмурно,2,"[4, 5]",20,36
Суббота,16,Администрирование систем защиты,5,31,False,пасмурно,3,"[2, 3, 4]",20,43
Понедельник,2,Информатика,5,9,False,туман,3,"[1, 2, 3]",39,71
Пятница,15,Информатика,5,-1,False,туман,2,"[4, 5]",36,62
Среда,11,Литература,3,34,False,солнечно,5,"[1, 2, 3, 4, 5]",64,74
Понедельник,15,Естествознание,3,28,False,солнечно,3,"[1, 4, 5]",75,84
Среда,12,Безопасность операционных систем и сетей,5,35,True,дождь,4,"[1, 2, 4, 5]",20,38
Вторник,10,Диагностика и ремонт оборудования,4,26,False,туман,4,"[1, 2, 3, 5]",30,60
Суббота,13,Русский язык,3,0,False,туман,1,[2],43,72
Среда,7,Техническое обслуживание компьютерных систем,3,33,False,пасмурно,4,"[2, 3, 4, 5]",54,74
Четверг,16,Организация обслуживания в гостиницах,3,0,True,дождь,4,"[2, 3, 4, 5]",56,66
Понедельник,14,Администрирование систем защиты,5,-3,False,ветер,5,"[1, 2, 3, 4, 5]",41,66
Понедельник,8,Основы информационных технологий,4,26,True,снег,4,"[1, 3, 4, 5]",20,30
Вторник,7,Русский язык,3,32,False,солнечно,4,"[1, 2, 4, 5]",61,75
Четверг,4,Информационная безопасность,5,22,False,туман,2,"[1, 3]",21,45
Суббота,2,Веб-технологии,4,23,False,солнечно,2,"[1, 2]",20,61
Понедельник,11,Сетевые операционные системы,4,11,False,солнечно,3,"[2, 4, 5]",25,60
Четверг,11,Криптография,5,2,False,солнечно,3,"[1, 3, 4]",22,53
Понедельник,2,История,2,34,False,пасмурно,5,"[1, 2, 3, 4, 5]",45,72
Четверг,16,Маркетинг и менеджмент в сфере услуг,3,5,False,туман,3,"[1, 2, 5]",56,70
Среда,15,Операционные системы,4,23,False,ветер,3,"[1, 2, 3]",31,62
Суббота,12,Эксплуатация компьютерных сетей,4,1,False,пасмурно,1,[1],30,58
Вторник,15,Прикладное программирование,5,31,True,дождь,2,"[1, 4]",20,35
Понедельник,9,Веб-технологии,4,4,True,град,3,"[2, 3, 5]",20,36
Среда,10,Обществознание,2,2,False,солнечно,4,"[2, 3, 4, 5]",60,75
Среда,15,Конфигурирование и администрирование сетей,5,29,False,туман,2,"[4, 5]",20,50
Пятница,9,Тестирование программных продуктов,4,6,False,пасмурно,4,"[2, 3, 4, 5]",20,45
Понедельник,11,Физика,4,25,False,ветер,3,"[1, 3, 5]",21,56
Понедельник,3,Основы сетевых технологий,4,5,True,град,2,"[2, 5]",30,53
Суббота,5,Проектирование информационных систем,4,1,True,дождь,3,"[1, 3, 4]",20,30
Понедельник,12,Виртуализация и облачные технологии,4,19,False,туман,3,"[1, 2, 4]",39,65
Среда,4,Основы туризма и гостеприимства,3,14,True,дождь,4,"[1, 3, 4, 5]",50,68
Суббота,11,Администрирование систем защиты,5,9,True,снег,3,"[3, 4, 5]",20,30
Пятница,6,Безопасность сетей,5,11,False,солнечно,4,"[1, 2, 3, 5]",22,66
Суббота,1,Естествознание,3,7,True,дождь,2,"[3, 5]",40,46
Четверг,4,Конфигурирование и администрирование сетей,5,17,False,пасмурно,4,"[1, 2, 3, 4]",20,47
Вторник,9,Безопасность сетей,5,-3,False,туман,5,"[1, 2, 3, 4, 5]",37,58
Пятница,10,Базы данных,4,34,False,пасмурно,3,"[1, 4, 5]",28,58
Пятница,10,Литература,3,31,True,град,4,"[1, 2, 3, 5]",34,50
Суббота,6,Основы сетевых технологий,4,12,False,солнечно,3,"[2, 4, 5]",20,39
Суббота,14,Методы и средства защиты информации,5,31,False,туман,3,"[2, 4, 5]",20,39
Вторник,16,Прикладное программирование,5,0,False,солнечно,3,"[1, 4, 5]",20,51
Пятница,11,Виртуализация и облачные технологии,4,11,False,туман,5,"[1, 2, 3, 4, 5]",34,60
Среда,5,Администрирование систем защиты,5,18,False,туман,5,"[1, 2, 3, 4, 5]",25,45
Вторник,2,Администрирование систем защиты,5,15,False,туман,2,"[3, 4]",29,50
Среда,9,Маркетинг и менеджмент в сфере услуг,3,15,True,снег,5,"[1, 2, 3, 4, 5]",45,53
Четверг,1,Конфигурирование и администрирование сетей,5,22,False,солнечно,3,"[2, 3, 5]",32,60
Четверг,1,Русский язык,3,5,True,град,2,"[1, 3]",49,64
Понедельник,4,Информационная безопасность,5,27,False,пасмурно,5,"[1, 2, 3, 4, 5]",20,42
Пятница,6,Безопасность сетей,5,21,False,солнечно,2,"[4, 5]",20,43
Понедельник,3,Эксплуатация компьютерных сетей,4,7,False,пасмурно,2,"[1, 5]",24,49
Среда,8,Архитектура компьютеров,4,30,False,ветер,5,"[1, 2, 3, 4, 5]",20,46
Суббота,6,Проектно-исследовательская деятельность,4,8,False,ветер,2,"[3, 4]",20,32
Понедельник,5,Диагностика и ремонт оборудования,4,7,False,пасмурно,2,"[1, 5]",28,59
Суббота,11,Информационная безопасность,5,30,True,дождь,1,[1],20,30
Суббота,7,Русский язык,3,27,False,туман,2,"[2, 5]",67,76
Четверг,2,Базы данных,4,30,False,туман,5,"[1, 2, 3, 4, 5]",20,52
